Title,Price,Description,Location,Ddate Posted,Features,URL
BEST COWORKING IN TOWN!,$433.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>BEST COWORKING IN TOWN! WHY WOULDNT YOU GET A WORKSPACE AT SPACES Cite Multimedia?<br/> Spaces Cite Multimedia is an inspiring place where ideas flow, companies can be built and networking connections evolve.<br/> Everything included. Subject to terms and conditions.<br/> <br/> The total space includes a shared space of 200sqft, furnished with high-quality furniture, common areas such as the kitchen, multilingual receptionists and free to other taxes and costs such as water, electricity and community fees.<br/> <br/> Spaces offers a coworking workspace including the latest technologies, high-quality furniture and common areas such as the cafeteria, Business Club and a multilingual and professional administrative crew. At Spaces, you will be able to work in a professional atmosphere and grow your professional contacts while you reduce your costs and increase your profitability. Spaces provides you with an extreme flexibility, paying only what is used. Enquire now !!!<br/><br/></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">""2 St. Clair Avenue West Toronto"", Toronto, ON, M4V 1L5</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
House for Rent-New Price,"$2,550.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Available Fall 2019. Stunning open concept home situated in an outstanding location within desirable Guildwood Estates. Close to all amenities including shopping, schools, parks, transit, hospitals and downtown. Features include hardwood floors throughout, gourmet kitchen with granite island. Second level has two large bedrooms each with an en-suite, a loft area, and convenient second floor laundry room. Basement has a large finished recreation room with lovely new flooring, and three-piece bathroom. Attached garage with inside access. Viewings by appointment; M-F, 1pm to 4pm.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2368 Virginia Dr, Ottawa, ON K1H 6S2, Canada</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>","Unit TypeHouse : Bedrooms2 + Den : Bathrooms3.5 : Parking Included2 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyLimited : Size (sqft)1,800 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
Office Space for 3 to 5! PREMIUM LOCATION,"$2,067.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>Do you want a space for your entrepreneur and creative team? Do not hesitate, visit Spaces.<br/> Our offices for 3 or 5 people are the perfect place for team working and developing projects.<br/> Spaces The Well is provided with a totally renewed spaces, excellent WiFi connection, bright workspace and a business community. Spaces centres are surrounded by restaurants and shops, making it a perfect zone to take a walk and have a break. Your new workspace is easily accessible with public transport. Subject to terms and conditions:<br/> The total space of 900sqft includes a private office of 150sqft for 3 or 4 people, with high-quality furniture, common areas such as the kitchen, multilingual receptionists and it is free to other taxes and costs such as water, electricity and community fees.<br/> Enquire now !!!</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">460 Front St West, Toronto, ON, M5V 3K2</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
October 1st  ~ 1  BEDROOM ~ BESIDE CARLINGWOOD MALL,"$1,299.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>SOMERSET TOWERS<br/>2055-2045 Carling Ave<br/><strong></strong><br/><br/>October 1st! 1 Bedroom! $1, 299.00<br/>Heat &amp; Water Included<br/>Hyrdo extra<br/>Indoor parking $80/month, Outdoor parking $60/month<br/><br/><br/>Our Property Offers:<br/>Well maintained / Spacious Apartments with Hardwood Floors!<br/>Large Windows and Balconies with Stunning Views<br/>Freshly Painted Apartments<br/>Fridge &amp; Stove Included<br/>Laundry Suites on Site, Smart Card System<br/>Free Storage Locker &amp; Bicycle storage Room<br/><br/>Outdoor Pool (seasonal) with On-site Life Guard, Beautiful Mature Grounds<br/>Amenity Rooms Available For Use, Free<br/>Games Rooms with Pool Table &amp; Shuffle Board, Free<br/>Fitness Room with Cardio Machines &amp; Weights, Free<br/>**Pet Friendly<br/><br/>Located beside Loblaws/ Medical Clinics/ Library/ Elementary &amp; High Schools<br/>On major bus routes<br/>Close to Algonquin College, short commute to downtown<br/><br/>Monday to Friday on Site Office Staff 8:30am to 5pm<br/><br/>Call now to book your next appointment 613-729-1500<br/>CRIMINAL, CREDIT &amp; REFERENCES CHECKS CONDUCTED AT APPLICATION</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2055 Carling Ave, Ottawa, ON, K2A 1G6</span>","<time datetime=""2019-09-04T17:41:10.000Z"" title=""September 4, 2019 5:41 PM"">about 9 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedYes : ,
November 1st ~ 2 Bedroom ~  Beside The Carlingwood Mall,"$1,549.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><strong>Welcome to Somerset Towers!!</strong><br/>Located at 2055 Carling Ave-Beside the Carlingwood Mall! <strong><br/></strong><strong></strong><br/>November 1st ~ 2 Bedroom ~ $1,549.00<br/><p>Our Suites:</p><p>- Heat and water are included<br/>- Hydro is additional<br/>- Freshly painted, cleaned, and well-maintained suites<br/>- Hardwood floors throughout<br/>- Fridge and stove are included<br/>- Suites are wired for high speed internet &amp; digital cable<br/>- Big bright windows with large 16 ft. balconies</p><p>Our Buildings:</p><p>- Pet friendly Buildings<br/>- Parking available $60 outdoor and $80 indoor<br/>- Visitors parking available with Park Safe meters<br/>- Two 24 hour laundry rooms on main floor - smart card system<br/>- One complimentary storage locker available<br/>- Outdoor pool (seasonal)<br/>- Free Gym onsite<br/>- Free amenity room on site<br/>- Live in superintendents on site, available 24/7 for emergency service<br/>- Property Manager on site Monday to Friday 8:30 am to 5:00 pm<br/>- We are proudly part of the Crime-Free Multi Housing Program with a security team that patrols the grounds and common area surveillance<br/>- Walking distance to the beach, parks, schools, shopping and major transit lines</p><p><br/>Call now to book your next appointment 613-729-1500</p>OTTAWA'S PREMIER LOCATIONS!<p>www.paramountapts.com</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2055 Carling Ave, Ottawa, ON, K2A 1G6</span>","<time datetime=""2019-09-04T17:41:08.000Z"" title=""September 4, 2019 5:41 PM"">about 9 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedYes : ,
November 1st ~ 1 bedroom ~ BESIDE CARLINGWOOD MALL,"$1,349.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><strong>SOMERSET TOWERS</strong><br/>2055-2045 Carling Ave<br/><br/>November 1st!<br/>1 bedroom ~ $1,349.00<br/>Heat &amp; Water Included<br/>Hydro extra<br/>Indoor parking $80/month Outdoor parking $60/month<br/><br/><br/>Our Property Offers:<br/>Well maintained / Spacious Apartments with Hardwood Floors!<br/>Large Windows-16 ft Balconies with Stunning Views<br/>Freshly Painted Apartments<br/>Fridge &amp; Stove Included<br/>Laundry Suites on Site 2 per building on Smart Card System<br/>Storage Lockers &amp; Bicycle storage Rooms<br/><br/>Free Outdoor Pool (seasonal) with On-site Life Guard, Beautiful Mature Grounds<br/>Free Amenity Rooms Available For Use<br/>Free Games Rooms with Pool Table &amp; Shuffle Board<br/>Free Fitness Room with Cardio Machines &amp; Weights<br/>**Pet Friendly<br/><br/>Located beside Loblaws/ Medical Clinics/ Library/ Elementary &amp; High Schools<br/>On major bus routes<br/>Close to Algonquin College, short commute to down town<br/><br/>Superintendents on site<br/>Monday to Friday on Site Office Staff<br/><br/>Call now to book your next appointment 613-729-1500<br/>CRIMINAL, CREDIT &amp; REFERENCE CHECKS CONDUCTED AT APPLICATION<br/>(613)729-1500</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2055 Carling Ave, Ottawa, ON, K2A 1G6</span>","<time datetime=""2019-09-04T17:41:10.000Z"" title=""September 4, 2019 5:41 PM"">about 9 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedYes : ,
Fantastic 2 bedroom apartment for rent!,"$1,415.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>Great 2 bedroom apartment, AMENITIES GALORE! Office open daily, CALL TODAY!</strong><br/><br/><strong>2 bedroom apartments starting at $1,415*</strong><br/><br/>Realstars Prince William Apartments are ideally located in the heart of Belleville, with public transit found right outside the front door and access to the major thoroughfare of Dundas Street only one block away. The Bay of Quinte and easy access to Bayview Heights Park make this a great location for anyone looking to rent.</p><p>- Fridge and stove<br/>- In-suite storage<br/>- Fitness facility<br/>- Outdoor pool<br/>- Sauna<br/>- Social room with numerous events<br/>- Laundry facility<br/>- On-site storage <br/>- Covered and surface parking<br/>- 24/7 on-site management<br/>- Close to Bay View Mall, Loblaws and Shoppers Drug Mart</p><p>Suite Features:<br/> Fridge and stove<br/> Carpeted flooring<br/> In-suite storage<br/> Balcony<br/> Air conditioning included</p><p>Property Features:<br/> Outdoor pool<br/> Sauna<br/> Fitness facility<br/> Social room with events<br/> Laundry facility<br/> Secured entry<br/> Covered and surface parking<br/> 24/7 on-site management</p><p>Neighbourhood / Attractions:<br/> LCBO<br/> Food Basics<br/> Minutes to downtown<br/> McDonald's<br/><br/>Living with Realstar (Proudly Managed by Realstar)<br/>Live well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organized social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.<br/>The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!</p><p>*Pricing and availability subject to change without notice, E &amp; O.E.<br/><br/><strong>165 Herchimer Avenue<br/>Belleville, Ontario<br/>Canada, K8N 5M1<br/><br/></strong>Contact Us:<br/>(613) 480-6469</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">165 Herchimer Avenue, Belleville, ON, K8N 5M1</span>","<time datetime=""2019-09-04T12:36:00.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyLimited : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ,
AVAILABLE NOVEMBER - 1 Bedroom Apartment Near Cherryhill,"$1,099.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Beautiful 1 bedroom apartment available November. This fantastic apartment is available for $1099.00 monthly, utilites inclusive. The building has controlled building entry and 24 hour monitored security cameras. There is also a laundry room on the first floor.<br/><br/>Located close to the Cherryhill Mall, restaurants, banks, grocery stores, medical care.Great location for those who use public transit.<br/><br/><strong><strong><strong>Don't miss this opportunity call today to find out more about these apartments! Contact us at 519-851-6589 or visit our website atwww.bluestoneproperties.com/residential/251-261-plattsfor more information.</strong></strong></strong></p><p>""Building Better Lives and Better Communities through Better Properties"".</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">251 Platts Lane, London, ON, N6H 4P4</span>","<time datetime=""2019-09-04T12:36:00.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>","Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateNovember 1, 2019 : Pet FriendlyNo : Size (sqft)472 : FurnishedNo : Smoking PermittedNo : ",
Three bedroom townhouse for rent in Trudeau Dr.,"$1,450.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Three bedroom, one bathroom townhouse for rent to professional or cooper students. Reference and credit check required. Please send me by email which includes something about yourself, I will get back to you as soon as I can. House size is not accurate.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Sarnia N7S4T5 ON, Canada</span>","<time datetime=""2019-09-04T12:35:29.000Z"" title=""September 4, 2019 12:35 PM"">about 14 hours ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Move-In DateSeptember 7, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
5 bdrm 4 bthrm home for rent Rideau River community of Overbrook,"$3,488.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>5 bedroom 4 Bathroom home for rent Rideau River community of Overbrook</p><p>-Close to the Rideau River, downtown, bike and walking path.
-Easy access to Queensway make this location truly central.</p><p>This modern home with all the bells and whistles is spacious and offers</p><p>4+1 Bedrooms &amp; 4 baths.</p><p>Main floor offers
-living, dining, office/bedroom and a powder room.
-beautiful hardwood
-Gorgeous kitchen with a large island is a chef's dream.</p><p>2nd floor
-master with a 6 pcs ensuite,
-3 good size bedrooms
-main bath
-2nd floor laundry room</p><p>Basement
-Fully finished, has rec rm/exercise rm space,
-An additional bedroom
-Full bath</p><p>-Concrete dividing wall between the units, 9' ceiling on main level, insulated main floor for noise,
-fenced backyard and patio are some of the features of this home.
-Great and private back yard perfect for your family.
-Surface parking.</p><p>rent $3488/month
Call to book this opportunity, 613-407-7040</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">57 Columbus Ave, Ottawa, ON K1K 1R2, Canada</span>","<time datetime=""2019-09-04T12:35:12.000Z"" title=""September 4, 2019 12:35 PM"">about 14 hours ago</time>","Unit TypeDuplex/Triplex : Bedrooms5+ : Bathrooms4 : Parking Included3+ : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyLimited : Size (sqft)1 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
"OCT 1St. IDEAL FOR A PROFESSIONAL, CLOSE TO HOSPITALS AND QUEENS","$1,995.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>IDEAL FOR A PROFESSIONAL (Residency Doctor / PhD Student) OCT 1St.. ALL INCLUSIVE $1995.00 MINT CONDITION.
MAIN LEVEL BUNGALOW HOME WITH TWO BEDROOMS PLUS DEN, TWO 4 PIECE BATHROOM, Excellent central location in a great quiet neighbourhood at Taylor Kidd Blvd and Centennial Drive. Just 7 minutes by vehicle to Hospitals/Queens.</p><p>FEATURES INCLUDE: Six appliances, fridge, stove, microwave, dishwasher, washer and dryer, beautiful gas fireplace, gorgeous kitchen with bar counter top, ceramic tile and hardwood floors, blinds, main level laundry, mirror doors, central air conditioning, storage room, patio deck.</p><p>NON SMOKER, NO PETS PLEASE, PARKING FOR ONE VEHICLE. (NOT SUITABLE FOR MULTIPLE STUDENTS)</p><p>Available Oct 1st. All inclusive $1995.00 per month includes utilities, heat hydro water. One year lease required, first and last month rent upon signing lease agreement, references required and credit check information. Quick response by email.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, K7M 0A7, Kingston, ON</span>","<time datetime=""2019-09-04T12:34:01.000Z"" title=""September 4, 2019 12:34 PM"">about 14 hours ago</time>","Unit TypeHouse : Bedrooms2 + Den : Bathrooms2 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)1,150 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
LARGE 1 BEDROOM SUITE WITH SPECTACULAR VIEWS! WON'T LAST!,"$1,895.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>Lakeview</strong><strong> Towers<br/></strong><strong>Located at 22 Close Avenue<br/></strong>(King &amp; Jameson)</p><p><strong>1 Bedroom Suite Features:<br/>680 SQ FT</strong></p><ul><li>Freshly painted</li><li>New kitchen with granite countertops</li><li>Parquet flooring</li><li>Abundance of storage space</li><li>Ceramic tiles in kitchen and entryway</li><li>Large, private balconies with stunning views (depending on floor)</li><li>Clean, well-maintained building</li></ul><p><strong>Property Features:<br/></strong></p><ul><li>Outdoor pool</li><li>Fitness room</li><li>Spectacular lake views (depending on floor and side)</li><li>Stunning CN Tower views (depending on floor and side)</li><li>Short walk to waterfront parks, schools, shopping</li><li>Moments to downtown via TTC</li><li>Security camera on premises</li><li>Pet friendly</li><li>On-site tuck shop</li><li>On-site laundry facilities (open 24 hours)</li><li>Underground parking available</li></ul><strong>Starting at $1,895/month. Water and heat included, hydro is extra.</strong><strong></strong><p>PLEASE NOTE: Pictures may vary, please contact the rental agent for specific details or to arrange a viewing.<strong><br/><br/><strong>Please call 647-694-2142 to book a viewing.<br/></strong>Walk-ins welcome:<br/>Monday-Friday 9-5 pm<br/>Sat-Sun 12-5 pm<br/><br/></strong></p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">22 Close Avenue, Toronto, ON, M6K 2V2</span>","<time datetime=""2019-09-01T00:13:15.000Z"" title=""September 1, 2019 12:13 AM"">4 days ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : Size (sqft)510 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ,
2 Bedroom Apartment for Rent in  Downtown St. Catharines!!,"$1,350.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Live well at Hillcrest Terrace; perfectly located at Clark Street and Welland Avenue. Steps to the St. Catharines Public Library, Meridian Centre and St. Catharines Farmers' Market. We are surrounded by convenience! All these services compliment your bright and airy living space. Enjoy our 50+ living environment! Sip coffee from your large balcony, or take in the views from our expansive roof-top terrace. This vibrant St. Catharines neighbourhood will fulfill your every need.<br/><br/></p><p><strong>Suite Features:<br/></strong></p><ul><li>$500 Move-in Allowance on Leases Signed Before September 30th*</li><li>Very spacious</li><li>Freshly painted</li><li>Fridge and stove</li><li>In-suite storage</li><li>Private balcony</li><li>Heat and water included</li><li>Upgraded suites</li><li>Stainless steel appliances*</li><li>Dishwasher*</li><li>Over-the-range microwave*</li><li>Designer cabinetry*</li><li>Luxury plank flooring*</li><li>Custom blinds*</li></ul><p><strong>Property Features:<br/></strong></p><ul><li>Transitioning to 100% smoke-free living</li><li>Ideal 50+ living environment</li><li>Roof-top terrace</li><li>Social room</li><li>Fitness facility</li><li>Sauna</li><li>Laundry</li><li>Secure entry</li><li>Garage parking</li><li>Pet friendly</li><li>On-site management</li></ul><p><strong>Neighbourhood Attractions:</strong></p><ul><li>Steps to St. Catharines Transit Bus Terminal</li><li>Pick-up farm-to-table ingredients from the St. Catharines Farmers' Market</li><li>Enjoy a memorable evening at the Brock Performing Art Centre, or take in a Niagara Ice Dog game at the Meridian Centre</li><li>Walk to St. Nicholas Catholic Elementary or Ecole Elementaire Catholique Immaculee</li></ul><p><strong>Living with Realstar<br/></strong><br/>Live well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organize social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.</p><p><strong>1 Clark Street, St. Catharines, ON L2R 7L5</strong></p><p><strong>The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!</strong></p><p><strong>Cal</strong>l: 289-273-0411</p><p><em>*Prices, incentives, a</em>vailability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. &amp; O.E.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">1 Clark Street, St. Catharines, ON, L2R 7L5</span>","<time datetime=""2019-08-31T00:23:02.000Z"" title=""August 31, 2019 12:23 AM"">5 days ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : Barrier-free Entrances and RampsYes : Visual AidsNo : Accessible Washrooms in SuiteNo : ,
Three Bedroom Suites Navaho Apartments for Rent - 10...,"$1,649.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Live right where you need to be, just steps away from Algonquin College campus and a short walk to Loblaw's, Goodlife Fitness, LCBO and so much more. Navaho downtown apartment rentals are 100% pet friendly and all pets are welcome, so you and your little friend can both feel right at home. </p><p>Located right at the corner of Woodroffe Avenue near Navaho Drive, and just 10 minutes from downtown, you'll see how easy it is to get from this convenient spot to where you need to go. Get in touch today and see why an affordable Navaho rental suite might be perfect for you.</p><p><strong><u>Pets:</u></strong></p><p>Navaho Apartments is 100% pet friendly </p><p><strong><u>Neighbourhood Features:</u></strong></p><ul> <li>Walk Score: 68, walkable </li> <li>Transit Score: 59, public transit nearby</li> <li>Bike Score: 70, bikeable </li></ul><p>Inquire today or visit minto.com to learn more.</p><p>*Prices and specifications subject to change without notice. Errors and Omissions excepted.</p><br/><strong>Amenities</strong><br/><ul><li>24 Hour Emergency Service</li><li>Bicycle Storage </li><li>Dishwasher available</li><li>Dog Park</li><li>Family Friendly </li><li>Furnished or Guest Suites</li><li>Green Space</li><li>In-Building Laundry</li><li>Laundry facilities</li><li>Near Clinics or Hospitals </li><li>Near Parks and Trails</li><li>No Smoking allowed</li><li>Outdoor pool</li><li>Parks nearby</li><li>Parquet Floors </li><li>Pedestrian Friendly</li><li>Pet Friendly </li><li>Public transit</li><li>Schools nearby</li><li>Security Controlled Access</li><li>Storage Space</li><li>Student Lounge</li><li>Upgraded &amp; Deluxe Suites</li><li>Volleyball Court</li></ul></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">10 Deerfield Drive, Ottawa, ON, K2C 3N1</span>","<time datetime=""2019-09-04T17:54:02.000Z"" title=""September 4, 2019 5:54 PM"">about 8 hours ago</time>",Unit TypeApartment : Bedrooms3 : Bathrooms1 : Pet FriendlyYes : Size (sqft)0 : FurnishedNo : ,
Wanted: Full time working Engineer looking for a ROOM TO RENT Sept-Dec,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Looking for a room to rent for 4 months. Close to my work. N3H 4R7.
Room location? Cambridge - Kitchener area</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, N3H 4R7, Cambridge, ON</span>","<time datetime=""2019-08-25T19:10:07.000Z"" title=""August 25, 2019 7:10 PM"">10 days ago</time>",Furnished : YesPet Friendly : No,
"Downtown Kitchener, Ontario St",Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Walk up office space, two window offices, reception and open concept area.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">30 Duke St W, Kitchener, ON N2H 3W5, Canada</span>","<time datetime=""2019-09-03T16:57:00.000Z"" title=""September 3, 2019 4:57 PM"">a day ago</time>","Size (sqft) : 1,584Furnished : No",
BEST COWORKING IN TOWN!,$358.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>WHY WOULDNT YOU GET A WORKSPACE AT SPACES Slater?<br/> Spaces Slater is an inspiring place where ideas flow, companies can be built and networking connections evolve.<br/> Spaces offers a coworking workspace including the latest technologies, high-quality furniture and common areas such as the cafeteria, Business Club and a multilingual and professional administrative crew. At Spaces, you will be able to work in a professional atmosphere and grow your professional contacts while you reduce your costs and increase your profitability. Spaces provides you with an extreme flexibility, paying only what is used. <br/> Everything included. Subject to terms and conditions.<br/> <br/> The total space includes a shared space of 200sqft, furnished with high-quality furniture, common areas such as the kitchen, multilingual receptionists and it is free to other taxes and costs such as water, electricity and community fees.<br/> Start to work NOW.</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">66 Slater Street, Ottawa, ON, K1P 5H1</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
BEST COWORKING IN TOWN!,$456.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>WHY WOULDNT YOU GET A WORKSPACE AT SPACES North York?<br/> Spaces North York is an inspiring place where ideas flow, companies can be built and networking connections evolve.<br/> Everything included. Subject to terms and conditions.<br/> <br/> The total space includes a shared space of 200sqft, furnished with high-quality furniture, common areas such as the kitchen, multilingual receptionists and free to other taxes and costs such as water, electricity and community fees.<br/> <br/> Spaces offers a coworking workspace including the latest technologies, high-quality furniture and common areas such as the cafeteria, Business Club and a multilingual and professional administrative crew. At Spaces, you will be able to work in a professional atmosphere and grow your professional contacts while you reduce your costs and increase your profitability. Spaces provides you with an extreme flexibility, paying only what is used. Enquire now !!!<br/> https://www.spacesworks.com/toronto/north-york/?utm_source=KijijiNA&amp;utm;_medium=portal</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">5200 Yonge Street, Toronto, ON, M2N 5P6</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
Spacious 3 bed Main level of house for rent in Midland!,"$1,550.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Another 3 bedroom Upper/Main level unit brought to you by A.G. Secure Property Management!</p><p><strong></strong></p><p><strong>Rent:</strong>$1550.00 inclusive</p><p><strong>Available:</strong>Currently</p><p>-3 bedrooms / Master bedroom with his &amp; hers closets, large 2nd bedroom, standard size 3rd bedroom<br/>- Open concept Kitchen/Family Room with large front window overlooking the front driveway</p><p>- 1 full bathroom with tub</p><p>- eat in kitchen</p><p>- in unit washer/dryer closet located in the kitchen area</p><p>- shared, partially fenced back yard</p><p>- 1 parking spot for a larger vehicle OR 2 spots one behind the other for smaller/compact vehicles</p><p>Don't forget to ask about our Lease Signing Promotion of a FREE $250.00 Visa Gift Card!</p><p><strong>Notes:</strong></p><p>- Pet Waiver Required</p><p>-no smoking permitted inside the unit</p><p><br/><br/></p><p></p><p></p><p></p><ul><li>Utilities Included</li></ul></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">579 Wayne Cres-1, Midland, ON, L4R 5E2</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Unit TypeApartment : Bedrooms3 : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedOutdoors Only : ,
