Title,Price,Description,Location,Ddate Posted,Features,URL
Fully renovated 3+ Bedrooms Executive Semi available,"$2,450.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Don't miss this amazing opportunity! This fabulous executive townhome is close to schools, recreation &amp; parks, shopping, restaurants, nature trails &amp; so much more! With hardwood floors throughout this 3 bedroom newly upgraded and freshly painted house, there is a large kitchen with new appliances and a fully fenced backyard off the dining room. A gas fireplace in the living room, 3 spacious bedrooms upstairs &amp; a finished basement with a full bathroom! Come &amp; See for yourself.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Viewmount, k2G 3B7, Ottawa, ON</span>","<time datetime=""2019-08-28T19:12:26.000Z"" title=""August 28, 2019 7:12 PM"">7 days ago</time>","Unit TypeHouse : Bedrooms4 : Bathrooms2 : Parking Included3+ : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)1,800 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
"Single Room: Lady ONLY – Bayview Ave+York Mills, Starting 750$",$750.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Single Home: For Lady ONLY – Bayview Ave+York Mills, Starting 750$</p><p>Brief Introduction</p><p>FEMALE ONLY, NO MALE
Address: York Rd, North York (York Mills Rd + Bayview Ave, I will provide you the street number when you come for visiting)
Cell: 647-875-6808 (text prefer)</p><p>&gt;&gt; Ground Floor: Unit 2, 750$/month, 50$/parking (if need)
About 150sft, plus closet; big window faces south; queen-size bed and mattress; table and chair; heating and AC; 6 ladies share a big kitchen, 5 ladies share 2 full bath-rooms. Small, simple, clean and great sunlight. Max 1 person.</p><p>&gt;&gt; Ground Floor: Unit 6, 800$/month(1 person), 1000$/month(2 persons), 50$/parking (if need)
About 300sft, plus temp closet; big window faces south and west; queen-size bed and mattress; table and chair; heating and AC; 6 ladies share a big kitchen, 5 ladies share 2 full bath-rooms. big, simple, clean and great sunlight. Max 2 persons.</p><p>Details
Lady Home is a bungalow-style residential units for lady only. It locates on York Rd, North, the southwest corner of York Mills Rd + Bayview Ave.
It is just 50 meters from the Yorkmills Shopping Centre, where has the supermarkets Metro, RBC, TD, Shoppers, Canada Post, coffee shops and more. The bus stop for Yorkmills Rd and Bayview Ave is 200 meters away. And, it is only 10 minutes to York University Glendon Campus by bus, we welcome students from York University.</p><p>Requirements
We aim to provide ladies a safe and comfortable environment. The occupancy requirements will be higher than the normal rental properties.
-- Term: at least one year, no short rental.
— Female ONLY, older than 18.
— Legal permit in Canada (citizen, immigrant, international student, work permit, or other legal residence permit) in Canada; verification before move-in.
— Keep your private room clean; clean your own garbage after using the kitchen and bathroom.
— No electric stoves and burner in private rooms.
— Absolutely no smoking, drug use and any illegal activities in the property.
— Payment month by month; no contract. Pay in Cash or Paypal, 1st month rental and deposit for last month.</p><p>Service
We provide free water, electricity, heating and cooling, wifi network, kitchen, washing machine, cleaning public areas. You have to clean own room and garbage in public area.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">York Rd, North York, ON M2L 1H8, Canada</span>","<time datetime=""2019-08-31T16:33:52.000Z"" title=""August 31, 2019 4:33 PM"">4 days ago</time>",Furnished : YesPet Friendly : No,
Lovely Room in Quiet Home for Mature Student or Professional,"$1,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>I have a nice, clean furnished bedroom available in my three bedroom home in Dundas for a ""mature,"" serious student or professional woman. Bedroom has single bed with new mattress and desk.
It will only be the two of us most of the time. I like animals and I have marked pet friendly but it will depend on type of pet, etc. We will respect each other's space.
Your bedroom has a view of the garden. We will share a 4-piece bathroom, living room, dining room, kitchen, back deck/garden. There is an additional powder room on the main floor.
This is a lovely quiet street that backs onto the rail trail taking you for cycling or hikes in the conservation area, to a park with tennis court, to Fortinos or to McMaster (about 20 minutes walk). The city bus is literally a minute walk and will get you to Mac in just a few minutes.
Rent of $1000 includes all utilities, unlimited high speed internet, linens, kitchen utensils, furnishings, etc. You only need to bring your personal things.
I am looking for a great roommate who is respectful and tidy. Email me to check it out.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Tweedsmuir Ave, Hamilton, ON L9H 4H5, Canada</span>","<time datetime=""2019-08-31T16:26:38.000Z"" title=""August 31, 2019 4:26 PM"">4 days ago</time>",Furnished : YesPet Friendly : No,
2 chambre a louer pointe gatineau,$650.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>2 chambres a louer au 130 cousineau app1 semi sous sol près de tous les service (buandry.pharmacie.restaurant .epicerie autobus )
Loyer 650 par mois pas chauffer pas éclairer
1 stationnement
pas d animaux . Libre à partir du 15 sept
Enquête de crédit +reference par téléphone seulement 819 7
43 7088</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">130 Cousineau, J8m1h4, Gatineau, QC</span>","<time datetime=""2019-09-04T15:41:49.000Z"" title=""September 4, 2019 3:41 PM"">about 4 hours ago</time>","Unit TypeApartment : Bedrooms1 + Den : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningNo : Smoking PermittedYes : ",
Spacious 1 bedroom with terrace for November 1!,"$2,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Move in to this spacious 1 bedroom with terrace unit for November 1!<br/><br/>- Included 4 stainless steel appliances</p><p>- In-suite washer/dryer in every unit<br/> <br/> - Engineered hardwood floors<br/> <br/> - Upgraded granite kitchen/bathroom countertops<br/> <br/> - Included central heating/cooling<br/> <br/> - Heated and secure underground parking additional<br/> <br/> - Complimentary storage locker<br/> <br/> - Complimentary bicycle storage<br/><br/> Also, enjoy EXCLUSIVE access to our 18,000 square foot Clubhouse! Includes a 48x24' salt water pool, fitness center with top-of-the-line equipment, spa inspired locker rooms, lounge, games room, and more!<br/> <br/> Local delicious coffee shop attached to the complex, beautiful pond park to walk your pets, rooftop terraces, and a stunning exclusive courtyard available to only residents with large gazebo, barbeques, childrens play area, pathways and full-time maintained gardens.<br/><br/>Email us at hmcdowell@killamreit.com or call us at (833) 840-4121</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">1203 Maritime Way, Kanata, ON, K2K 0H5</span>","<time datetime=""2019-09-04T15:41:49.000Z"" title=""September 4, 2019 3:41 PM"">about 4 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Air ConditioningNo : Smoking PermittedYes : ,
2 chambre a louer pointe gatineau,$650.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>2 chambres a louer au 130 cousineau app1 semi sous sol près de tous les service (buandry.pharmacie.restaurant .epicerie autobus )
Loyer 650 par mois pas chauffer pas éclairer
1 stationnement
pas d animaux . Libre à partir du 15 sept
Enquête de crédit +reference par téléphone seulement 819 7
43 7088</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">130 Cousineau, J8m1h4, Gatineau, QC</span>","<time datetime=""2019-09-04T15:41:46.000Z"" title=""September 4, 2019 3:41 PM"">about 4 hours ago</time>","Unit TypeApartment : Bedrooms1 + Den : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningNo : Smoking PermittedYes : ",
Room for Rent,$600.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Room for rent just off 401, 15 min to Fanshawe college and 15 min to St Thomas.
Perfect for students or young professionals.
Located in Belmont in a quiet mature subdivision. Young professional male owns the house also lives in it. Shared kitchen, bathroom. Utilities included. Anymore information feel free to ask.
Does not come furnished.
No pets.
Students or Young Professional Only.
Will consider short term or month to month rental.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">N0L1B0, Canada</span>","<time datetime=""2019-09-04T15:41:41.000Z"" title=""September 4, 2019 3:41 PM"">about 4 hours ago</time>",Furnished : NoPet Friendly : No,
Quite clean male Seeking room for rent asap for $550 per month,$550.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Hello i am a quite clean non smoking non drinking 35 yo. male seeking a quite room for rent in guelph. I would like to meet with the renter and see the room and home before any money is sent or deposits made due to kijiji scammers. Thanksyou for your consideration.
Adam J.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Guelph N1G 3N7 ON, Canada</span>","<time datetime=""2019-09-04T15:41:10.000Z"" title=""September 4, 2019 3:41 PM"">about 4 hours ago</time>",Furnished : No,
"November Two Bedroom Apt Available -$1,299! Utilities Incl!","$1,299.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>(2) Bedroom Apartment for October FROM<strong>$1,299.00 All Utilities Included (Heat, Water &amp; Hydro)</strong><br/><br/>Windsor Park Village is centrally located in Ottawa South, which features great amenities all around. Our community is just minutes away from Metro Grocery, Quickie Mart, Canada Post, and the brand new Huntclub Marketplace which features spectacular dinning, lounging, and shopping. With one of Ottawa's major bus routes, the number 87 right at your door, you can easily access South Keys Shopping Centre, Carleton University, and Algonquin College!</p><p>What we offer:</p><p>Big bright windows which allows for natural light</p><p>Freshly painted &amp; cleaned apartments</p><p>Fridge and stove</p><p>Security patrols &amp; on-call service available</p><p>On-site superintendent with emergency after hours support available</p><p>Supported by on site management</p><p>24-hour laundry access with Smart Card Technology</p><p>Pet friendly</p><p>Elevators</p><p>If you would like to schedule a viewing at our Windsor Park location, <strong>please give Eugene a call at 613-739-8681</strong> or via email at <strong>win</strong><strong>dsor@paramountapts.com</strong>.</p><p>Our viewing times are Monday to Friday from 10:00 am to 3:30 pm.</p><p><br/> Windsor Park Village<br/> 3590 Downpatrick Rd<br/> 613-739-8681</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">3590 Downpatrick Rd, Ottawa, ON, K1V 8T4</span>","<time datetime=""2019-09-04T17:38:01.000Z"" title=""September 4, 2019 5:38 PM"">about 2 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyNo : FurnishedNo : Smoking PermittedNo : ,
"1 Bedroom Apt FROM $1,179.00 Oct & Nov 1ST ALL INCL!","$1,179.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>(1) Bedroom Apartment for<strong>October $1,179.00 &amp; November at $1,199.00 All Inclusive! (heat, water &amp; hydro)</strong><br/><br/>Windsor Park Village is centrally located in Ottawa South, which features great amenities all around. Our community is just minutes away from Metro Grocery, Quickie Mart, Canada Post, and the brand new Huntclub Marketplace which features spectacular dinning, lounging, and shopping. With one of Ottawa's major bus routes, the number 87 right at your door, you can easily access South Keys Shopping Centre, Carleton University, and Algonquin College!</p><p>What we offer:</p><p>Freshly painted &amp; cleaned apartments</p><p>Fridge and stove</p><p>Security patrols &amp; on-call service available</p><p>On-site superintendent with emergency after hours support available</p><p>Supported by on site management</p><p>24-hour laundry access with Smart Card Technology</p><p>Pet friendly</p><p>Elevators</p><p>If you would like to schedule a viewing at our Windsor Park location,<strong>please give Eugene a call at 613-739-8681</strong>or via email at<strong>win</strong><strong>dsor@paramountapts.com</strong>.</p><p>Our viewing times are Monday to Friday from 10:00 am to 3:30 pm.</p><p><br/>Windsor Park Village<br/>3590 Downpatrick Rd<br/>613-739-8681</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">3590 Downpatrick Rd, Ottawa, ON, K1V 8T4</span>","<time datetime=""2019-09-04T17:38:02.000Z"" title=""September 4, 2019 5:38 PM"">about 2 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyNo : FurnishedNo : Smoking PermittedNo : ,
"November 3 Bedroom Apt. Available for $1,349.00 Utilities Incl!!","$1,349.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong></strong>3 Bedroom Townhome for November is availale starting at<strong>ONLY $1,349.00</strong>(Utilities and access to 24 Hour In-Building Laundry Included)!!</p><p><br/>Windsor Park Village is centrally located in Ottawa South, which features great amenities nearby. Our community is just minutes away from Metro Grocery, Quickie Mart, Canada Post, and the brand new Huntclub Marketplace which features spectacular dinning, lounging, and shopping. With one of Ottawa's major bus routes, the number 87 right at your door, you can easily access South Keys Shopping Centre, Carleton University, and Algonquin College!</p><p>What we offer:</p><p>Freshly painted &amp; cleaned</p><p>Fridge and stove</p><p>Security patrols &amp; on-call service available</p><p>On-site superintendent with emergency after hours support available</p><p>Supported by on site management</p><p>Pet friendly</p><p>If you would like to schedule a viewing at our Windsor Park location,<strong>please give Eugene a call at 613-739-8681</strong>or via email at<strong>win</strong><strong>dsor@paramountapts.com</strong>.</p><p>Our viewing times are Monday to Friday from 10:00 am to 3:30 pm.</p><p></p><p>Windsor Park Village<br/>3590 Downpatrick Rd<br/>613-739-8681</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">3590 Downpatrick Rd, Ottawa, ON, K1V 8T4</span>","<time datetime=""2019-09-04T17:38:01.000Z"" title=""September 4, 2019 5:38 PM"">about 2 hours ago</time>",Unit TypeHouse : Bedrooms3 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyNo : FurnishedNo : Smoking PermittedNo : ,
Available  besment for rent,"$1,600.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Close to all school , colleges,busstop and Westwood square girls, boys, couples can contact
2266066634or what's up
1600 + 40% utility</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, L4T2G6  L4T2G6  ON, Canada</span>","<time datetime=""2019-09-04T15:41:06.000Z"" title=""September 4, 2019 3:41 PM"">about 4 hours ago</time>","Unit TypeBasement : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
Office for lease,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Office for Lease
Has 4 rooms, waiting room and kitchen, located at Yonge and Steeles, currently vacant. Perfect for professional office, great location.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">the-Best, 7191 Yonge St #801, Markham, ON L3T 0C7, Canada</span>","<time datetime=""2019-09-04T15:40:58.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>",Size (sqft) : 860Furnished : Yes,
Short term rental- 4 bedroom home in Wellesley,"$1,800.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>This home has been recently renovated. There are 2 bedrooms on the main floor and 2 in the basement of the home. Each floor has a bathroom with a shower. The large, fenced backyard is a great place to spend some time outside.</p><p>Homes will be furnished with a washer, dryer, fridge, dishwasher and stove. Home is heated with natural gas and some appliances are operational with natural gas.</p><p>The cost for water is included in the rental price. Bills for natural gas and hydro will not be included.</p><p>This property will be available to rent from October 1st, 2019 until May 1st, 2020</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Molesworth St, Wellesley, ON N0B 2T0, Canada</span>","<time datetime=""2019-09-04T15:40:48.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>",Bedrooms : 4Bathrooms : 2Furnished : No,
Stunning  2- Story Condo Apartment Available for Rent!,"$2,600.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Gorgeous 2 Story Condo Apartment For Rent. Ideally Located Near Downtown Toronto With 2 Underground Parking Spaces. Approximately 1000 Square Feet Of Living Space located on the 3rd floor of the building. Newer Floors, 17 Foot Ceilings In Living Room, Massive Den Is Perfect For Office Or 2nd Bedroom. 2 pc bathroom on the main floor and 4 pc bathroom on the second loft level. Stainless Steel Appliances. Available Oct 1st, minimum 1 year rental.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">200 Manitoba St #309, Etobicoke, ON M8Y 3Y9, Canada</span>","<time datetime=""2019-09-04T15:40:39.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>","Unit TypeCondo : Bedrooms1 + Den : Bathrooms2 : Parking Included2 : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)1,000 : FurnishedNo : Smoking PermittedOutdoors Only : ",
House for lease ,"$2,690.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>very Well Maintained Detached Bungalow In The Heart Of The Upper Beaches. Steps To Adam Beck School District (French Imm.) Or Malvern Catchment,10-Min Walk To St.John's C.School Beautifully Landscaped Frt &amp; Back, Walking Distance To Ttc, Go, Shopping, The Boardwalk. 20 Min Drive To Downtown Enjoy The Shops And Restaurants On The Revived Kingston Road .1 Car Parking.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">152 Pickering St, Toronto, ON M4E 3J7, Canada</span>","<time datetime=""2019-09-04T15:40:37.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms2 : Bathrooms1 : Parking Included1 : Agreement TypeMonth-to-month : Move-In DateSeptember 4, 2019 : Pet FriendlyYes : Size (sqft)1,000 : FurnishedYes : Air ConditioningYes : Smoking PermittedNo : ",
Outdoor parking,$100.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Parking space for rent
Available now
King St and Jameson Ave area
Close to TTC, Downtown, HWY
Text 6477101599</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Springhurst Ave, Toronto, ON M6K 1C1, Canada</span>","<time datetime=""2019-09-04T15:40:21.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>",More Info : Parking,
Large furnished room downtown available immediately- woman only,"$1,100.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Large (approx.175 sq ft) bright furnished room on 2nd floor of a Victorian house.
The kitchen and bathroom are shared with two other women.
Great downtown location at Bathurst &amp; Dundas.
Available immediately.
Rent of $1100 per month includes utilities, high speed internet,
cable TV, and laundry facilities on the same floor.
First and last months' rent required.
No lease required. Minimum of two months. Longer stays preferred.
Furnished with double bed, table &amp; chair, dresser, couch, small armchair &amp; 32” LED TV.
The kitchen is fully equipped with dishes, cutlery, pots and pans, toaster, microwave, etc.
Easy access to public transit.
Walking distance to public library, Loblaws, U of T, OCAD, and Kensington Market.
No tobacco please. No pets. No parking.</p><p>If interested, please e-mail or phone 647-574-5036.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, M5T 2S3, Toronto, ON, Canada</span>","<time datetime=""2019-09-04T15:40:08.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
Room for rent !!!!,$400.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>One basement room available for rent in male students house
Single accommodation only
Utilities included
High speed internet included
3 mins walking from university of Windsor
one room is available immediately
Please contact (647)627-0708
If you see this ad then it is available</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">N9C1G9, Canada</span>","<time datetime=""2019-09-04T15:40:01.000Z"" title=""September 4, 2019 3:40 PM"">about 4 hours ago</time>",Furnished : Yes,
Downtown Condos Starting at 1900/ MTH,"$1,900.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>We have a list of available condos in downtown Toronto available in the next 30/60/90 days.</p><p>We are a group of professional realtors that live and focus in the area helping people find great rental properties at absolutely no cost to you!</p><p>WE WILL:
- Book all showings!
- Show you all properties based on your search criteria!
- Negotiate all terms favourable to you!
- Help you with moving arrangements and refer services that suit your needs.</p><p>Contact us and get all waterfront Condos matching your exact criteria.</p><p>John St
Simcoe St
York St
Bremner Blvd
Bay St
Yonge St
Queens Quay
Wellington St
Adelaide St East
King st
Charlotte St.
Queen st
Richmond st
Blue Jays Way
Brunel Crt
Brant st
Capreol Crt
Dan Leckie Way
Fort York Blvd
Front St
Grand Trunk Cres
Iceboat Ter
Lombard
Mariner Ter
Navy Wharf Court
Queens Wharf
Queens Quay
4K Spadina
Stadium Rd
Telegram Mews
Temperance
City Place
Peter St
Victoria
Fleet
Abell
Lisgar
The Esplanade</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Toronto M5J 3A4 ON, Canada</span>","<time datetime=""2019-09-04T15:39:57.000Z"" title=""September 4, 2019 3:39 PM"">about 4 hours ago</time>","Unit TypeCondo : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyLimited : Size (sqft)500 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
Room Available for Rent,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Rooms available for Rent in basement for boys,
Looking for 2 boys for the rent from 1st of October.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, l6v2b5, brampton, ON</span>","<time datetime=""2019-09-04T15:39:50.000Z"" title=""September 4, 2019 3:39 PM"">about 4 hours ago</time>",Furnished : NoPet Friendly : No,
Wortley Village 2 Bed Apartment w/Hardwood & Controlled Entry,"$1,250.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Welcome Home Rentals have a 2 Bedroom Apartment in Wortley Village. Voted the Best Neighbourhood in Canada to Live by City Planners from across Canada. Apartment Living doesn't have to be in a concrete jungle with plain box style &amp; standard beigeblah! Welcome Home Rentals offer 3 Storey Walkup Apartements in a residential setting complete with Controlled Entry, Hardwood Floors, Eat in Kitchens, Laundry, parking for 1 vehicle included. On Bus Routes, A Short walk to Thames Park with Swimming &amp; Tennis, Close to Downtown.</p><p>Caring Customer Service! Full Time Maintenance Staff! Serving London for over 60 Years! $1250 Plus Personal Hydro(FREE: Heat, Water &amp; Parking)</p><p>Now accepting applications for OCTOBER 15th or NOVEMBER 1ST. First &amp; Last Months Rent &amp; 1 year lease. Reply to the ad via email.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">186 Elmwood Ave. E, LONDON, ON, n6c 1k2</span>","<time datetime=""2019-09-03T19:39:35.000Z"" title=""September 3, 2019 7:39 PM"">a day ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedNo : ,
3 Bedroom end unit - Barrhaven,"$1,890.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>613-232-2396</p><p>IMMEDIATE AVAILABILITY</p><p>This family home is an end unit on a quiet tree lined street with no neighbours to the rear. The location is in popular suburban Barrhaven within easy reach of schools, shopping, parks, public transport, restaurants and is ideal for a young family or couples. The dining room/living room features hardwood flooring and overlooks a large wooden deck and the garden. The renovated eat-in kitchen with granite counters has a large breakfast nook, both receive lots of natural light from the large windows. The ground floor has a powder room and a large ceramic tile entrance. The 2nd floor offers a spacious master bedroom with direct access to the bathroom and a large closet, as well as two bedrooms facing the garden. The basement has storage and laundry areas.</p><p>3 Bedroom family home
1 ½ bathrooms with ceramic flooring
5 appliances
A/C
Large entrance
Breakfast nook
Renovated kitchen with granite countertops
Large dining &amp; living room
Ground floor features hardwood and ceramic flooring
Storage
Yard
Large, raised wooden deck
One car garage
Room to park one car on the driveway
$1,890.00 plus utilities.</p><p>Schools, shopping, restaurants and parks are all nearby along with public transport affording easy access to downtown.</p><p>613-232-2396</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">43 Alberni St, Nepean, ON K2J 1V8, Canada</span>","<time datetime=""2019-09-04T10:40:24.000Z"" title=""September 4, 2019 10:40 AM"">about 9 hours ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms1.5 : Parking Included2 : Agreement Type1 Year : Move-In DateSeptember 1, 2019 : Pet FriendlyNo : Size (sqft)1,200 : FurnishedNo : Air ConditioningYes : Smoking PermittedYes : ",
1 Bed | 1 Washroom | Furnished Condo for Lease | Bay and College,"$2,295.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Enjoy Spacious Living in Downtown Toronto with this Fully Furnished 1 Bedroom Condo! Located at the Bay Street and College, This Unit is Perfect For Any Professional Seeking Close Residential Dwellings In The Downtown Core. Don’t Miss Your Chance To See This Place!</p><p>Features:
- 1 Bedroom | 1 Washrooms
- Fully Furnished Unit
- Heat and Water Included
- Hardwood Floors
- Laundry and Dryer in Unit
- 525 SQ FT. of Floor Space</p><p>Building Amenities: 24 Hour Concierge, Exercise Area, Sauna Swimming Pool, Hot Tub, Guest Suites, Party Rooms, Visitor Parking, Close to Public Transportation – College Subway Station</p><p>Contact Information: (416) 333-8901
Email : marketing@uppersideeminence.com</p><p>Listed with Upperside Real Estate</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">38 Grenville St, Toronto, ON M4Y 1A5, Canada</span>","<time datetime=""2019-08-30T11:28:05.000Z"" title=""August 30, 2019 11:28 AM"">5 days ago</time>","Unit TypeCondo : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateSeptember 3, 2019 : Pet FriendlyNo : Size (sqft)525 : FurnishedYes : Air ConditioningYes : Smoking PermittedNo : ",
